,id,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Commnet_8
130,00148481,['Poor test scores--'],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Needs to participate more in class'],['Conscientious about classroom responsibilities--'],[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
131,00141305,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
132,00145213,[''],['Inattentiveness in class--'],['Incomplete work. A missing project- El folleto turístico.'],[''],[''],['Poor test scores--'],['Incomplete work--IXL'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
133,00145214,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
134,00155895,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
135,00141549,['Conscientious about classroom responsibilities--'],['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],['Demonstrates outstanding effort--'],[''],['']
136,00117579,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
137,00118762,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
138,00117728,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
139,00118957,['Unprepared for class--'],['Improvement noted--'],[''],[''],['Incomplete homework--'],['Incomplete work--'],[''],['Incomplete work--']
140,00117520,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],['Poor test scores--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['']
141,00157170,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],[]
142,00144843,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Can do better'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
143,00141561,['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--']
144,00115338,[''],[''],[''],[''],[''],[''],[],[]
145,00157376,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],[''],['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
146,00115340,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Inattentiveness in class--'],['Inattentiveness in class--'],['']
147,00117570,['Improvement noted--'],[''],[''],[''],['Incomplete work--'],['Inattentiveness in class--'],['Inattentiveness in class--'],['']
148,00118308,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
149,00117571,"['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Can do better'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
150,00117715,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
151,00117814,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--']
152,00149391,[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete work--IXL'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
153,00117654,['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work/homework/ projects--'],['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
154,00115961,['Conscientious about classroom responsibilities--'],['Unprepared for class--'],['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work/homework/ projects--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']"
155,00117722,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--']
156,00132372,['Demonstrates outstanding effort--'],['Unprepared for class--'],[''],[''],['Inattentiveness in class--'],['Unprepared for class--'],['Poor test scores--'],['Inattentiveness in class--']
157,00159917,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Poor test scores--'],['Conscientious about classroom responsibilities--']
158,00148478,['Conscientious about classroom responsibilities--'],['Incomplete work--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Conscientious about classroom responsibilities--'],[]
159,00127143,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],['']
160,00132760,['Poor test scores--'],['Improvement noted--'],[''],['Needs to participate more in class'],[''],['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
161,00131422,['Excessive lateness--'],['Poor test scores--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],['']
162,00117697,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
163,00160652,[''],[''],[''],[''],['As per counselor email'],['Entered January 2020'],[''],[]
164,00153213,['Parent conference requested--'],['Parent conference requested--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work/homework/ projects--'],[''],['Incomplete work--'],['']
165,00156558,[''],['Conscientious about classroom responsibilities--'],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
166,00147728,['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
167,00135228,['Nicoletta needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Nicoletta to jmoreno@ucboe.us.-- Nicoletta necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Nicoletta a jmoreno@ucboe.us.'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Improvement noted--'],['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
168,00116416,['Poor test scores--'],['Improvement noted--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
169,00160966,[''],[''],[''],[''],[''],[''],[''],['']
170,00158322,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[]
171,00143677,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],"['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
172,00134700,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
173,00117874,['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['']
174,00148204,"['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete homework--'],['Poor test scores--'],['Improvement noted--'],['Incomplete homework--'],[''],['Incomplete work--'],"['Demonstrates above average ability, motivation and attitude in this class--']"
175,00135131,['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--']
176,00154884,['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Can do better'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Parent conference requested--']
177,00122279,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
178,00158996,['Poor test scores--'],['Conscientious about classroom responsibilities--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",[''],['Conscientious about classroom responsibilities--'],[]
179,00117594,['Needs to participate more in class'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
180,00128359,['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
181,00115384,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],['Parent conference requested--'],['Poor test scores--'],[''],['Incomplete work--'],['Inattentiveness in class--']
182,00148881,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],['Incomplete work--IXL'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
183,00153303,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
184,00155497,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['12/12/19 Alton is doing very well. He is participating more, which is great because he is bright and insightful. Overall I am very pleased and enjoy having him in class.']",['Inattentiveness in class--'],['Inattentiveness in class--']
185,00133164,['Poor test scores--'],['Parent conference requested--'],['Kimberly needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Kimberly to jmoreno@ucboe.us.-- Kimberly necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Kimberly a jmoreno@ucboe.us.'],['Incomplete homework--'],[''],['Improvement noted--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor class attendance--']
186,00160008,[''],['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--IXL'],['Unprepared for class--'],['Poor test scores--'],[]
187,00143216,['Poor class attendance--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],['']
188,00134822,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],['']
189,00115388,['Poor test scores--'],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],['Needs to participate more in class'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
190,00143007,[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Improvement noted--']
191,00118192,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--']
192,00146155,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Demonstrates above average ability, motivation and attitude in this class--']",['Unprepared for class--'],['Conscientious about classroom responsibilities--'],[]
193,00117596,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],['Conscientious about classroom responsibilities--'],['Inattentiveness in class--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
194,00117906,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
195,00117538,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
196,00123962,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--']
197,00118225,['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
198,00140452,[''],[''],[''],[''],[''],[''],[''],[]
199,00151312,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Conscientious about classroom responsibilities--'],[]
200,00115395,['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Incomplete homework--'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
201,00115208,[''],['Inattentiveness in class--'],['Incomplete work--'],['Poor class attendance--'],['Conscientious about classroom responsibilities--'],['Parent conference requested--'],['Poor class attendance--'],['']
202,00144455,['Inattentiveness in class--'],['Inattentiveness in class--'],['Incomplete work--'],['Incomplete work--'],[''],['Unprepared for class--'],['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
203,00142974,['Conscientious about classroom responsibilities--'],[''],['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
204,00134975,['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Should go to tutoring'],[''],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
205,00115991,['Excessive lateness--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],['Conscientious about classroom responsibilities--'],['Conscientious about classroom responsibilities--']
206,00158991,['Unprepared for class--'],"['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Conscientious about classroom responsibilities--'],['Demonstrates outstanding effort--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
207,00157002,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
208,00118441,['Poor class attendance--'],['Incomplete homework--'],['Poor test scores--'],['Inattentiveness in class--'],[''],[''],['Conscientious about classroom responsibilities--'],['']
209,00117376,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
210,00122956,[''],[''],[''],[''],[''],[''],[],[]
211,00137956,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
212,00115409,['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
213,00116750,[''],[''],[''],[''],[''],[''],[''],[]
214,00143770,[''],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[]
215,00131414,['Incomplete homework--'],['Poor test scores--'],[''],['Can do better'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
216,00141468,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],['Poor test scores--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
217,00118956,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--']
218,00158980,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
219,00155772,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Conscientious about classroom responsibilities--'],['Incomplete work--'],[''],[''],['Incomplete homework--'],[]
220,00159402,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Conscientious about classroom responsibilities--'],[''],[''],"['Demonstrates above average ability, motivation and attitude in this class--']"
221,00116038,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
222,00159119,['Demonstrates outstanding effort--'],['Conscientious about classroom responsibilities--'],['Incomplete work--'],[''],['Incomplete homework--'],['Poor test scores--'],[''],['Inattentiveness in class--']
223,00123510,['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor class attendance--'],[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
224,00116448,[''],['Missing Projects'],['Incomplete homework--'],[''],[''],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--']
225,00128574,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
226,00151256,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[],[]
227,00156193,['Conscientious about classroom responsibilities--'],[''],[''],['Incomplete work. A missing project- El folleto turístico.'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Conscientious about classroom responsibilities--'],[]
228,00117862,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
